token,frequency
군관,3
우선,3
좌절,3
후반,3
부를,3
대두,3
보는,3
50%,3
오지,3
건양,3
문신,3
품은,3
아직,3
민영준,3
굴,3
대학생,3
남녀,3
내정간섭,3
일왕,3
넘는,3
계심,3
접수,3
사령관,3
겸,3
라디오,3
%,3
규칙,3
까지만,3
대조영,3
치하,3
함경도,3
동해안,3
해석,3
조선공,3
2008년,3
위계,3
종결,3
국통,3
이었으며,3
딸,3
야마구치현,3
이틀,3
법적,3
주권,3
행동,3
예방,3
거짓말,3
영전,3
받지,3
병제,3
범죄,3
양반,3
극히,3
1980년,3
노론,3
행정구역,3
다만,3
나와,3
고급,3
밀실,3
박춘금,3
성왕,3
반성,3
일으켰다,3
지리,3
주동,3
지하,3
궁내부,3
일등,3
지식,3
원본,3
않았으며,3
뉴스,3
왜곡,3
기타,3
서류,3
장관,3
고치,3
집중,3
최씨,3
일원,3
포병,3
개발,3
사적,3
서비스,3
민간,3
이장,3
법부,3
판사,3
목격자,3
5시,3
떠난,3
3시,3
강성,3
노,3
기획,3
일어나자,3
충돌,3
가치,3
한길,3
연표,3
강만길,3
사무소,3
분석,3
급격히,3
몇몇,3
2002년,3
당할,3
사죄,3
기일,3
22일,3
일방,3
인기,3
한족,3
정점,3
6천,3
IMF,3
위축,3
양복,3
날짜,3
두려워,3
정변,3
민주화,3
그렇게,3
함이었다,3
넘어,3
북문,3
촉구,3
개인주의,3
개최,3
만들어진,3
도지사,3
668년,3
규합,3
맞아,3
잠시,3
현흥택,3
자유당,3
민주당,3
공화국,3
거처,3
지나,3
4만,3
전이,3
이니,3
일기,3
처단,3
각계,3
통감부,3
부령,3
상호,3
희생,3
아파나시,3
떠나,3
잃게,3
옥호루,3
대외,3
중경,3
철제,3
불,3
1909년,3
두어,3
폭력,3
정국,3
세우지,3
했을,3
무덤,3
쇠,3
선거권,3
원칙,3
대흥,3
대항,3
막대,3
딘,3
균형,3
송나라,3
폭동,3
경비원,3
세레,3
러시아인,3
도중,3
미군,3
국어,3
한상룡,3
송종헌,3
임기,3
얻는,3
조소앙,3
집행,3
.(,3
맞고,3
지대,3
박상준,3
김명준,3
선임,3
줄,3
국세,3
없을,3
신분,3
팔,3
머리,3
조선민족혁명당,3
30년,3
이봉창,3
한인,3
만행,3
2년,3
곧,3
편의,3
회사령,3
배치,3
개통,3
절,3
천,3
윤덕영,3
후고구려,3
80%,3
궁예,3
윤봉길,3
목숨,3
요나라,3
전시,3
문종,3
차단,3
미술품,3
죽인,3
공무원,3
국내외,3
구청,3
우리나라,3
포괄,3
받아들여,3
918년,3
변경,3
양심,3
>,3
무마,3
비밀결사,3
한일병합,3
장례,3
사단,3
대중운동,3
조만식,3
<,3
위배,3
8시,3
보인다,3
Korea,3
토성,3
격렬한,3
한동안,3
개성,3
비해,3
그만큼,3
율령,3
인재,3
본적,3
복위,3
미주,3
105,3
경쟁,3
원삼국시대,3
대국,3
쳤다,3
삭제,3
발족,3
구별,3
무엇,3
관제,3
공신,3
상대로,3
구속,3
이루어졌다,3
귀주,3
날인,3
내무부,3
않았다는,3
변한,3
하려고,3
성론,3
제로,3
선사,3
성공,3
아니었다,3
국보,3
성주,3
구실,3
소로,3
얻었다,3
육군대신,3
김윤식,3
들어갔다,3
해진,3
한서,3
모용외,3
250,2
서남,2
BC,2
주병,2
의뢰,2
부탁,2
연개소문,2
타율,2
오수전,2
시키고자,2
자본가,2
불황,2
세대,2
신하,2
싸우게,2
묘,2
재야사학자,2
무릉,2
사마상여,2
간략하게,2
진서,2
연간,2
타국,2
명과,2
막아,2
고용,2
물색,2
나리,2
수포,2
扶餘,2
기만,2
치안유지법,2
묵인,2
방조,2
무자비한,2
3.1,2
후일,2
서광범,2
탁지부,2
내무,2
경무사,2
도를,2
예맥,2
셌다,2
비방,2
부당함을,2
자결,2
이었기,2
조처,2
송악,2
극심해지면서,2
대대로,2
여전히,2
실패하였다,2
고자,2
호도,2
혹시,2
연락,2
인멸,2
상세,2
허위,2
1925년,2
정간,2
주류,2
담아,2
어렵다는,2
분명하게,2
반론,2
쉽지,2
한해,2
과거제,2
노비안검법,2
방관,2
안창호,2
고향,2
내린,2
알려지자,2
간택,2
폐후,2
윌슨,2
우드,2
편승,2
조류,2
하였었다,2
빼앗긴,2
"5,000",2
보복,2
찍힌,2
화장,2
근우회,2
김좌진,2
동포,2
공작,2
방법론,2
게릴라,2
가슴,2
광종,2
면담,2
풀려,2
청과,2
훨씬,2
없어,2
붉은,2
듣고,2
당사자,2
진상,2
학생운동,2
주도해,2
나갔고,2
유적지,2
들어왔다,2
천마산대,2
간도참변,2
무차별,2
두기,2
불이익,2
받을,2
않았던,2
불과하자,2
비슷하였다고,2
주어,2
끌려,2
1392년,2
진국,2
받는,2
안악,2
사출도,2
가혹한,2
모자,2
주선,2
카를,2
복권,2
치르려,2
용이,2
해방운동,2
받던,2
한촌,2
유해,2
일격,2
마루,2
대공황,2
정신대,2
젊은이,2
비슷한,2
50분,2
절명,2
작가,2
펴,2
요인,2
7.6%,2
혼선,2
청사,2
가기,2
936년,2
삼국사기,2
밟고,2
황현,2
죽었을,2
경제공황,2
합리,2
경험,2
따르도록,2
명제,2
전시체제,2
단절,2
품고,2
부분,2
맞추어,2
고영근,2
세웠고,2
이르렀,2
창사,2
대오,2
여인,2
착취,2
국가총동원령,2
기습,2
진주,2
創氏屆出,2
322만,2
마감,2
보이,2
팔렘방,2
난징,2
견훤,2
자유시,2
보여준다,2
무기한,2
비단,2
사는,2
주인,2
처분,2
즉결,2
포,2
21,2
광경,2
호가,2
의원직,2
칙임된,2
표기,2
후삼국시대,2
이기용,2
격인,2
다는,2
보이는,2
환관,2
어깨,2
들어가,2
흔히,2
뒷날,2
주저,2
얹어,2
넘어선,2
권총,2
기다렸다,2
쓰야,2
참변,2
상여,2
터져,2
심리전,2
벌이는,2
상자,2
여명,2
서서,2
밝히고,2
임정,2
혁신,2
지청천,2
힘들어지자,2
급부,2
가면,2
받아들이는,2
든,2
주도한,2
찬탈,2
취급,2
중요하게,2
수백,2
어업령,2
광업령,2
산림령,2
혹사,2
극악한,2
한성부,2
죽자,2
12시,2
낮,2
째,2
나갈,2
6.25,2
나뉘게,2
영국군,2
미얀마,2
선전포고,2
활기,2
38,2
소련군,2
와도,2
하원,2
선왕,2
폈다,2
수시,2
정안국,2
모아,2
조선의용군,2
발포,2
넘은,2
혼자,2
넘어서,2
유림,2
요소,2
현실,2
모방,2
향상,2
11,2
깊은,2
억,2
신변,2
마저,2
건축,2
무산,2
고착,2
4~5,2
높이,2
열어,2
이북,2
덩이,2
3년,2
언급,2
기본,2
있어서는,2
나머지,2
면모,2
생산량,2
30분,2
안이하게,2
군복,2
취했다,2
곤령합,2
여겨진다,2
원한,2
버렸다,2
사법권,2
기유각서,2
구가,2
먹고,2
"1,500",2
않았으나,2
박은식,2
자로,2
행정권,2
되기에,2
된다는,2
냉전,2
맞게,2
부장,2
후유증,2
참상,2
역사상,2
충실히,2
5원,2
화베이,2
포로,2
단파,2
나누었다,2
태조왕,2
않았다고,2
있으리라는,2
∙,2
의혹,2
자강,2
풍속,2
특별,2
불참,2
비유,2
대사,2
거세,2
을사늑약,2
규탄,2
통감,2
무고,2
철기시대,2
찾은,2
씨족,2
여겨지나,2
임관,2
판,2
도시,2
돌았다,2
웃,2
불과했으나,2
2.1,2
37년,2
엉뚱한,2
잘못,2
집결,2
정령,2
돌진,2
환경,2
인류,2
최소한,2
한일신협약,2
유럽,2
좌담,2
삼천리,2
송,2
넷째,2
시책,2
일련,2
둘러싼,2
측근,2
미치게,2
방송통신대,2
추방,2
베이징,2
부지,2
청진시,2
넘겼다,2
2001년,2
경제위기,2
오기,2
주고,2
달려와,2
9시,2
안경수,2
쯤,2
취한,2
18,2
정보화,2
가도록,2
차고,2
대기,2
면서,2
출범,2
학습,2
걸었으나,2
내리막,2
10.9,2
14.1,2
찍은,2
영주,2
광범위한,2
19.6,2
수직,2
854,2
병사,2
尹錫禹,2
도주,2
빠져,2
얻기,2
실수,2
파가,2
극복,2
규,2
2015년,2
명맥,2
하호,2
위원장,2
위조,2
모습,2
에이,2
강탈,2
행사,2
타츠미,2
않게,2
빈번히,2
쟁탈전,2
개화당,2
모스,2
단합,2
뛰어난,2
도달,2
시민,2
은사,2
찾아,2
부위,2
친위대,2
식사,2
저녁,2
전말,2
덧붙였다,2
개조,2
탐라국,2
2천,2
휘하,2
경이,2
역량,2
공부,2
89-356,2
1995,2
폭거,2
보였으며,2
10.7,2
9천,2
856,2
종이,2
조세,2
진골,2
실현,2
않는다는,2
막지,2
해지면서,2
받기도,2
남기,2
업적,2
소란,2
학병,2
중추원,2
범인,2
아사히,2
2009년,2
야마구치,2
부여계,2
수록,2
차질,2
바뀐,2
진실,2
동북아역사재단,2
감수,2
전자,2
안내,2
주필,2
규슈,2
일괄,2
일주일,2
거둬서,2
町長,2
이송,2
등록,2
알리,2
관보,2
사장,2
갑오경장,2
도서관,2
연구원,2
시스템,2
종합,2
저서,2
논문,2
수집,2
2002,2
노비,2
재단,2
근현대사,2
연구소,2
전제,2
중시,2
골품제,2
주몽,2
주었다,2
65%,2
탈환,2
동지,2
소년,2
1931~35년,2
함흥,2
이어지는,2
무신정변,2
상하,2
관등,2
통신,2
보좌,2
현양사,2
이어지고,2
기원,2
생겨난,2
영화,2
2006년,2
박사,2
폐단,2
필기,2
지연,2
휴,2
논,2
종종,2
켜,2
기틀,2
결실,2
시키려는,2
초상화,2
신원,2
南扶余,2
예심,2
가고시마,2
정한론,2
제국주의,2
감정,2
센,2
성향,2
구체,2
회부,2
濬,2
杉村,2
결탁,2
전원,2
군사재판,2
현역,2
1848년,2
소노부,2
단발령,2
친러,2
난입,2
부여군,2
시찰,2
、,2
없고,2
혼용,2
′,2
거두어,2
지급,2
확실히,2
부르던,2
나흘,2
가오,2
바로,2
년사,2
[*]),2
馬關條約,2
너무,2
불경,2
머신,2
웨이백,2
됨,2
연나라,2
세형동검,2
3억,2
2억,2
예맥족,2
잡은,2
연맹왕국,2
대체,2
대만총독부,2
HTML,2
짓,2
구체화,2
들여,2
느낀,2
최용신,2
살펴보면,2
들이었다,2
하기로,2
와해,2
헌,2
환궁,2
군비,2
파운드,2
회유,2
하기까지,2
대만민주국,2
주민,2
노리,2
갚기,2
부자,2
방송공사,2
투옥,2
부르,2
형세,2
원로,2
심훈,2
문자,2
수기,2
합법,2
장기간,2
왔는데,2
방어,2
부처,2
브리태니커,2
35년,2
朝鮮日治期,2
日本統治時代の朝鮮,2
국회,2
강점,2
민정,2
1019년,2
9년,2
필,2
대까지,2
관점,2
치밀한,2
사위,2
송병준,2
사주,2
점말,2
배상,2
굴복,2
제나라,2
함경북도,2
1962년,2
연못,2
화하였다,2
맞는,2
높아졌다,2
조선총독,2
갖게,2
이왕,2
더욱이,2
점점,2
위정척사,2
화의,2
후원,2
진압하,2
당하여,2
3000,2
새겨진,2
엔화,2
아니고,2
보편,2
천진조약,2
재차,2
어느,2
상사,2
구이,2
나뉜다,2
심,2
乾淸宮,2
접근,2
소각,2
토사,2
양호,2
부른다,2
일제시대,2
바꾸었다,2
호응,2
해지고,2
황폐,2
족,2
권문,2
배우자,2
목소리,2
안중근,2
참조,2
한문,2
에게만,2
준,2
불렀고,2
아시,2
막부,2
state,2
tributary,2
마찰,2
묘호,2
대원,2
대군,2
충성,2
기자조선,2
재위,2
부르게,2
"%,",2
대부터,2
유사,2
위안화,2
1018년,2
내렸다,2
벌어졌다,2
주는,2
승려,2
들면,2
왜왕,2
詔書,2
朕,2
부르는,2
항,2
신속하게,2
대비,2
혼성여단,2
승격,2
부르고,2
취하,2
비밀리,2
1911,2
어업,2
三井,2
김옥균,2
삼,2
읍락,2
경계,2
변혁,2
불안,2
이르게,2
구식,2
1876년,2
의존,2
지나치게,2
반영,2
진보,2
도록,2
대왕,2
부적,2
황상,2
상정,2
다스리던,2
힘들다,2
돌아가게,2
10년,2
이었는데,2
10만,2
넘어갔다,2
경작지,2
3%,2
소작농,2
농지,2
출품,2
유골,2
자립,2
屬國,2
책임,2
덕종,2
지보,2
문정왕후,2
보유,2
구매,2
시애틀,2
단종,2
찾았다,2
State,2
게다가,2
_,2
구한말,2
모,2
불가피하다는,2
되었기,2
민생,2
홍건,2
결합,2
나이,2
중등,2
맺어,2
환도,2
직속,2
동양척식주식회사,2
문중,2
있었을,2
양도,2
불명,2
평양성,2
삼국유사,2
현황,2
카운티,2
로스앤젤레스,2
압수,2
국토안보부,2
independence,2
토리,2
고국원왕,2
쓰이,2
경영,2
어장,2
병작,2
"’,",2
높이기,2
크고,2
게이,2
잠정,2
연안,2
부과,2
부문,2
61원,2
8원,2
계책,2
항로,2
매,2
대왕대비,2
있지만,2
매장,2
2011년,2
낳지,2
해서라면,2
취미,2
정신,2
들어서면서,2
1884년,2
침탈,2
재편,2
전문학교,2
사령,2
임야,2
농림,2
종사,2
피혁,2
정미,2
투입,2
성경,2
대련,2
것임,2
봉헌,2
철학,2
끝내,2
정의,2
조정은,2
눈,2
한다면,2
중요성,2
토록,2
6~7,2
무려,2
가서는,2
김원주,2
건물,2
힘든,2
읍내,2
헌납,2
거두었고,2
단체법,2
도덕,2
바다,2
해안,2
등재,2
14조,2
홍범,2
고하,2
조관,2
합동,2
조인,2
동하,2
典禮,2
Seal,2
경작,2
간선,2
소금,2
인삼,2
뜨,2
아버지,2
둘째,2
1864년,2
각하,2
치고,2
Royal,2
북상,2
공물,2
금속,2
대도시,2
활용,2
열쇠,2
자물쇠,2
넣어,2
다섯,2
낮은,2
키워,2
Dynasty,2
Joseon,2
Collection,2
Book,2
Investiture,2
and,2
화하고자,2
흰,2
묶은,2
십자,2
자주색,2
싸고,2
보문,2
제조,2
‘臣,2
검,2
미가,2
남진,2
사자,2
나무,2
규범,2
신도,2
포교,2
뚜껑,2
봉지,2
공간,2
가능한,2
일찍이,2
삼군부,2
의정부,2
철폐,2
남성,2
바위,2
판매,2
얻은,2
심해져,2
니시,2
액,2
솜,2
비율,2
넘기면서,2
498,2
542,2
연보,2
시한,2
천주교,2
창립,2
은색,2
붉,2
지인,2
1억,2
연마,2
모래,2
옥사,2
닫는다,2
고등교육,2
야기,2
목지국,2
진한의,2
거기,2
양보,2
곡,2
군청소재지,2
모텔,2
강하게,2
모던보이,2
8000,2
다스리고,2
부시,2
있거나,2
바뀌게,2
통교,2
의궤,2
印綬,2
더한,2
밀,2
않았기,2
요하,2
온돌,2
반드시,2
황금,2
아말감,2
길림,2
주영일,2
있기,2
소우렴,2
17만,2
자세한,2
노인,2
명화,2
어린,2
공업화,2
민족성,2
투자가,2
온조,2
지배권,2
면방,2
금수,2
1934년,2
늘어나는,2
찾지,2
일설,2
투항,2
최소,2
寶盝,2
寶筒,2
넣는,2
돌아간,2
일종,2
칙유,2
만들었다,2
차이는,2
격식,2
비파,2
보신,2
미와,2
31일,2
얻고,2
위임,2
북,2
격퇴,2
좋은,2
묶음,2
주제가,2
핵심,2
대회,2
다룰,2
비중,2
사설,2
4%,2
부들,2
사대,2
정몽주,2
비용,2
일선동조론,2
위원,2
수여,2
御冊,2
새긴,2
낸,2
공친왕,2
국새,2
임의,2
동성,2
묻는,2
가부,2
저명,2
특집,2
지상,2
신년,2
귀가,2
2~3,2
쳐서,2
청구,2
돌아오지,2
나가,2
곤궁,2
지방법원,2
고소함이,2
편,2
소송,2
34,2
개요,2
떼어,2
도끼,2
박편,2
파도,2
동행,2
제대로,2
탕평,2
다졌다,2
화로,2
삼고,2
화하면서,2
중화민국,2
성금,2
징발,2
군자금,2
광업,2
건립,2
독려,2
신민,2
내선일체,2
당초,2
서태후,2
여가,2
의도,2
여관,2
삽입,2
물이,2
잉여,2
농경,2
포대,2
화했다,2
예물,2
御寶,2
에야,2
1928년,2
방도,2
흔,2
방성,2
안다,2
가할,2
그르치,2
전략,2
강화하고,2
빼앗고,2
풀,2
전도,2
천진,2
다음해,2
보냈으며,2
外部,2
沈相薰,2
심상훈,2
90,2
징병,2
궁극,2
17,2
붕당,2
뒷받침,2
방언,2
받았었다,2
조선어,2
인하여,2
탕,2
타파,2
소론,2
평안남도,2
산해관,2
사람과,2
복의,2
알현,2
4등,2
제천,2
공주,2
많다,2
기다리고,2
제압,2
태,2
까지나,2
흠차,2
부임,2
아니냐고,2
방향,2
파면,2
저지,2
생명,2
옮겨졌다,2
원한다는,2
가해,2
성지,2
하였으므로,2
상기,2
미터,2
스페인,2
연재,2
10회,2
강조,2
주요한,2
해외여행,2
방정환,2
된다하는,2
곧바로,2
현안,2
쓰와,2
철회,2
금굴,2
이식,2
離婚,2
이행,2
독신,2
공양왕,2
일으켜,2
실질,2
가부장제,2
상용,2
뼈,2
뗀석기,2
있느냐는,2
시부모,2
유아,2
바꾸고,2
이르러서,2
죽여,2
성기운,2
뜰,2
환구단,2
보여주어야,2
격상,2
상소,2
남미,2
아예,2
2등,2
위로,2
사임,2
없었다고,2
흔적,2
영친왕,2
실천,2
수치,2
선교사,2
수군,2
양기탁,2
이동휘,2
타로,2
유리한,2
나타난,2
"[*]),",2
명이,2
이이화,2
1997,2
가문,2
석,2
결속,2
새롭게,2
보내고,2
전문의,2
설은,2
통례,2
견사,2
이므로,2
번복,2
이지만,2
표,2
미수,2
학과,2
의군,2
문무,2
쓰의,2
대와,2
마치,2
25,2
1896,2
인파,2
역설,2
무리,2
청상,2
475년,2
자동차,2
돌다리,2
잡히지,2
이야기,2
순검,2
각오,2
joint,2
가시,2
조작,2
미명,2
띤,2
갖가지,2
느끼게,2
덕천군,2
결여,2
오른,2
한양,2
부왕,2
상원,2
복벽,2
660년,2
의자왕,2
에까지,2
이사금,2
감행,2
습격,2
동반,2
수구,2
장박,2
기선,2
아리,2
첩보,2
행단,2
사의,2
어윤중,2
군중,2
부호,2
있지,2
임진왜란,2
추수,2
펼쳐,2
치른,2
송죽회,2
광복회,2
혜택,2
수학,2
북도,2
대부터는,2
2006,2
고찰,2
2019년,2
정읍발언,2
유,2
토지개혁,2
외환,2
재고,2
단발,2
…,2
뭐,2
않겠다는,2
둘,2
중재,2
하늘,2
이었기에,2
호송,2
제휴,2
이완용,2
완전무결,2
우두머리,2
대종교,2
일본제,2
심한,2
피난,2
국민회,2
주축,2
기술자,2
옷감,2
일파,2
거둔,2
에만,2
유력,2
조선인민당,2
주도하여,2
칙을,2
생존권,2
사병,2
용어,2
녀,2
고령,2
만든다,2
임용,2
경상북도,2
이었음에도,2
질문,2
연장,2
동향,2
밥상,2
土田讓亮,2
수상한,2
누설,2
운송,2
마땅히,2
없으며,2
수락,2
아니기,2
축소,2
대폭,2
대체로,2
남조선과도입법의원,2
분배,2
부세,2
치세에,2
빠진,2
이론,2
친왕,2
교복,2
참위,2
장래,2
나가기,2
인텔리,2
주주,2
주식회사,2
방적,2
들을,2
서원,2
자제,2
깨,2
경북,2
업체,2
의류,2
마키,2
열도,2
오늘,2
지난,2
집요한,2
엄혹,2
가게,2
이슈,2
됐고,2
朴銑,2
자칭,2
시달리던,2
태도,2
극좌,2
민족국가,2
당하게,2
미군정기,2
동방,2
정무,2
다니며,2
중종,2
견디지,2
가서야,2
들면서,2
전혀,2
후퇴,2
매복,2
고유,2
김종직,2
붕당정치,2
홍범도,2
고다마,2
사변,2
했기,2
조카,2
귀순,2
친,2
이어졌다,2
러프,2
의심,2
검토,2
해야만,2
긴급,2
모르는,2
맺고,2
314년,2
원삼국,2
왕망,2
신나라,2
소고구려,2
황해도,2
태윤,2
근세,2
실패하고,2
구호,2
전라남도,2
"2,000",2
부두,2
강대해졌다,2
뿌리,2
갑산,2
신민부,2
참의부,2
정의부,2
공손강,2
대문,2
사마의,2
하였기,2
고지,2
수나라,2
후궁,2
자백,2
平山岩彦,2
승전,2
감지,2
민감하게,2
훗날,2
제복,2
보호국,2
빙자,2
빼앗기는,2
이루었다,2
만들기,2
동국통감,2
훈구파,2
대열,2
"3,000",2
물산장려운동,2
진흥,2
900년,2
대략,2
지키고,2
무순,2
낙양,2
平州,2
평주,2
276년,2
서진,2
張統,2
313년,2
주위,2
중계,2
貨泉,2
청동,2
빌려,2
유형,2
제주,2
패총,2
아시아,2
그다지,2
당분간,2
돌,2
쓰지,2
세는,2
우마,2
유신,2
유발,2
자유로운,2
작용,2
세종,2
신사상,2
조선혁명,2
남만주,2
립,2
이승훈,2
이상재,2
불온,2
고도,2
소경,2
모용씨,2
小形古鏡,2
고경,2
소형,2
계통,2
추대,2
고안승,2
670년,2
대좌,2
宮本竹太郞,2
미묘한,2
하자는,2
분,2
가리키는,2
각의,2
모치,2
바라,2
전라북도,2
본토,2
최근,2
자치통감,2
선사시대,2
실학자,2
과거,2
후한서,2
교감,2
소로쿠,2
주차,2
조성,2
4천,2
재가를,2
억지로,2
파기,2
서압,2
까닭,2
선비,2
남은,2
장비,2
부여족,2
濊貊,2
마지막,2
끝나게,2
후임,2
훈령,2
교체,2
285,2
알렸다,2
전역,2
무늬,2
권제,1
피난민,1
韓國史,1
비정하는,1
혼동,1
재야사학,1
교치,1
사마천,1
建安,1
건안,1
4000,1
5000,1
적고,1
조금,1
나오는데,1
108,1
해져,1
안동도호부,1
6138,1
7640,1
떨어져,1
평정하기,1
죽었기에,1
진위,1
군국,1
간략한,1
107,1
다르게,1
울산,1
반구대암각화,1
신석기시대,1
2000년,1
승,1
낙서,1
발송,1
실각,1
자연,1
선처,1
발신,1
325,1
그림,1
엔,1
각파,1
보충,1
진력,1
할지,1
회신,1
내밀하고,1
조용히,1
봉책,1
상이,1
나타나,1
울주,1
통지,1
미에게,1
내릴,1
토로,1
격노하였지만,1
추인,1
쓰기,1
요시카,1
몰린,1
밝혔지만,1
없던,1
구도,1
구대,1
암,1
까지를,1
약국,1
회귀,1
馬屋原,1
務本,1
앞당겨,1
제리,1
스럽게,1
기다릴지,1
해뜰,1
갖추어졌다,1
정문,1
열자,1
岡本柳之助,1
安達謙造,1
마포,1
중인,1
홍천,1
하층,1
빌레못,1
중석기시대,1
긴박해지자,1
가네,1
맡기고,1
요양,1
하야시,1
內田定槌,1
자는,1
갈아,1
옹립,1
대포,1
정렬,1
발효,1
환부,1
양해,1
하여야,1
他動,1
냉담,1
29월,1
킴벌리,1
백작,1
무조,1
장이,1
가한,1
소리치며,1
피살,1
1등,1
워드,1
하우스,1
가토,1
궁지,1
오래전,1
조차를,1
원했던,1
빌헬름,1
확신,1
외교부,1
입은,1
미의,1
마기,1
馬来政輔,1
도라쿠마,1
牧虎熊,1
특,1
곤,1
삼국동맹,1
유명무실,1
화하는,1
간주,1
낳았다,1
대일,1
넣었지만,1
냈으므로,1
太郎,1
사법성,1
검사,1
檢事正,1
안도,1
겐스케,1
安藤謙介,1
해볼,1
협동,1
불가피했다,1
로마노프,1
동조,1
확고한,1
방곡령,1
이집트,1
닥친,1
야마모토,1
회동했다,1
밀담,1
서신,1
쥬타,1
小村壽,1
모델,1
하반기,1
국채,1
장선,1
이루어질,1
일원화,1
확실하지,1
유도,1
군함,1
경악,1
기타로,1
原田輝太郎,1
대위,1
하사관,1
출장,1
내일,1
이라고는,1
푸념,1
내무대신,1
세워졌는지에,1
엇갈리고,1
간몬,1
해협,1
7시,1
국제사회,1
흔들렸다,1
참고인,1
보전,1
구미,1
장본인,1
기하,1
하겠다고,1
선행,1
그러자,1
깊게,1
바란다,1
승자,1
패자,1
안위,1
출정,1
요조,1
田村怡與造,1
착,1
원한다고,1
하였으니,1
기재,1
수정,1
상당,1
학회,1
봉황,1
鳳凰廳,1
재수,1
정안,1
임을,1
정정,1
荻原秀次郎,1
柴四朗,1
판결,1
여의,1
홍보,1
반가운,1
모설,1
입맞춤,1
돌아오자,1
있었냐는,1
고마쓰,1
노미,1
아키히토,1
중석,1
않기도,1
異論,1
지방재판소,1
스키,1
기와,1
오산,1
수뇌부,1
유독,1
책임자,1
사견,1
고금,1
통틀어,1
흉악,1
명백히,1
주림,1
중립국,1
局外之國,1
안동현,1
관전,1
살던,1
말아야,1
강물,1
던졌으며,1
최숭하,1
도철,1
그저,1
셈,1
약조,1
귀결,1
사정,1
들며,1
獨立自主局外之國,1
내외,1
아니었냐고,1
반문,1
찬,1
앉아,1
작년,1
파는,1
무너지고,1
주기,1
분연,1
憤然,1
살펴보니,1
넘어뜨린,1
이루었다는,1
추장,1
커지면서,1
쫒,1
쪼개어,1
객잔,1
머무르게,1
때려,1
무리하게,1
위정척사파,1
유인석,1
전신주,1
어수선하자,1
국임,1
도서,1
최혜국,1
소주,1
항주,1
느리고자,1
개서하고,1
병상,1
산동성,1
길림성,1
진전,1
보호령,1
protectorate,1
애초,1
무청,1
시체,1
환갑,1
축하,1
진하,1
종용,1
동관,1
북변,1
정박,1
하도,1
당했으며,1
올랐다,1
역행,1
自主之國,1
각서,1
로바,1
노프,1
의정서,1
로젠,1
1898,1
언제,1
든지,1
분주히,1
움직였다,1
칙허,1
주간,1
들어가고,1
불리한,1
governance,1
정월,1
장순,1
그러기,1
강력하게,1
칙호,1
러시아군,1
마츠요시,1
後藤松吉郎,1
우편,1
보내거나,1
특산,1
보내면서,1
長順,1
懷仁,1
安東,1
월경,1
독판,1
맞지만,1
국교,1
방이,1
되어있다는,1
중문,1
번역,1
박태영,1
朴台榮,1
싶다는,1
아닌데,1
공법,1
어긋난다고,1
어려우니,1
상동,1
總商董,1
平行之國,1
설치하되,1
불가한다는,1
몰렸다,1
미도,1
얻지,1
외과,1
사토,1
스무,1
佐藤進,1
유명한,1
쇼켄,1
간호,1
맡김으로써,1
본분,1
있으므로,1
경고,1
불평,1
사치스러운,1
경운궁,1
난색,1
본래,1
속이었지만,1
自主之邦,1
국면,1
달라져도,1
藩服,1
遣使,1
시모노,1
문의,1
본디,1
藩屬,1
보류,1
책무,1
맡았을,1
平行自主,1
보내주었다,1
原保太郎,1
지고,1
고토,1
동아,1
평화,1
일거에,1
뒤집을,1
재해,1
할까봐,1
절대로,1
응대,1
왕중,1
참칭하,1
강대하지는,1
비아,1
전직,1
이루어야,1
빗발,1
했,1
명확하게,1
光武,1
백관,1
칭제,1
가가,1
成岐運,1
직책,1
차견,1
응급,1
屬國之體,1
존류,1
存留,1
혁흔,1
죽었다,1
황지,1
내려졌다,1
망령,1
되다고,1
참람,1
더한다,1
공공,1
연하,1
아프리카,1
야만,1
중관,1
지례,1
끊는,1
영원히,1
성신여자대,1
웃도는,1
무적인,1
전전긍긍,1
야전,1
시구,1
다다,1
안경,1
깨져,1
왼쪽,1
뺨,1
부상,1
잡,1
원한다면,1
교부,1
받는다는,1
壯士,1
도요타,1
小山豊太郞,1
관할,1
들어가도,1
大國,1
양자,1
장형,1
張馨嘉,1
댔다,1
박차,1
중일본,1
노모,1
부양,1
徐壽朋,1
다듬은,1
핵,1
営口,1
전장,1
田荘台,1
염두,1
두었을,1
테루,1
대령,1
상륙,1
시리,1
두루,1
응당,1
從僕,1
느린,1
근거리,1
이해관계,1
공사에,1
3~4등,1
관례,1
수석,1
삼았으며,1
외교사절,1
세무사,1
브라운,1
J,1
Mcleavy,1
Brown,1
駐紮朝鮮國四等公使,1
安業,1
12조,1
호봉,1
고쳐야,1
끝냈고,1
대한국,1
대고,1
大沽,1
성루,1
넘길,1
관문,1
조선통신사,1
왕복,1
수행원,1
33,1
종복,1
청수,1
주목,1
감계,1
派員勘界,1
엄금,1
캇포,1
割烹旅館,1
슌반루,1
春帆楼,1
사퇴,1
봉쇄,1
주창,1
끌어내어,1
불가피하고,1
야한다고,1
越墾嚴禁,1
射砲隊,1
홍조,1
정적,1
혼슈,1
들어가기,1
2000~300년,1
생기,1
영은,1
갖추어지지,1
어렵다고,1
영관,1
營所,1
鄕長,1
추포,1
령임,1
평등한,1
현덕왕후,1
늦은,1
순명효황후,1
비적,1
입었다,1
여름,1
변계,1
