Num,Verb,Class,first_jamo
23610,물격화되,28,ㅁ
23611,물격화하,3,ㅁ
23612,물결치,28,ㅁ
23613,물경스럽,35,ㅁ
23614,물고생하,3,ㅁ
23615,물고하,3,ㅁ
23616,물교하,3,ㅁ
23617,물구나무서,28,ㅁ
23618,물구리하,9,ㅁ
23619,물구수룸하,9,ㅁ
23620,물구수리하,9,ㅁ
23621,물구하,3,ㅁ
23622,물굳힘하,3,ㅁ
23623,물그럼하,9,ㅁ
23624,물그레하,9,ㅁ
23625,물그스레하,9,ㅁ
23626,물그스름하,9,ㅁ
23627,물금하,3,ㅁ
23628,물긋물긋하,9,ㅁ
23629,물긋하,9,ㅁ
23630,물꾸룸하,9,ㅁ
23631,물납하,3,ㅁ
23632,물념하,3,ㅁ
23633,물노릇하,3,ㅁ
23634,물놀이하,3,ㅁ
23635,물덤벙술덤벙하,3,ㅁ
23636,물들,16,ㅁ
23637,물들이,28,ㅁ
23638,물똥싸움하,3,ㅁ
23639,물락하,9,ㅁ
23640,물랑물랑하,9,ㅁ
23641,물랑하,9,ㅁ
23642,물러가,27,ㅁ
23643,물러나,27,ㅁ
23644,물러덩하,9,ㅁ
23645,물러서,28,ㅁ
23646,물러앉,17,ㅁ
23647,물러오,4,ㅁ
23648,물러지,28,ㅁ
23649,물렁거리,28,ㅁ
23650,물렁대,28,ㅁ
23651,물렁물렁하,9,ㅁ
23652,물렁하,9,ㅁ
23653,물레걸음하,3,ㅁ
23654,물레받,17,ㅁ
23655,물레질하,3,ㅁ
23656,물려받,17,ㅁ
23657,물려주,28,ㅁ
23658,물려지내,28,ㅁ
23659,물려하,3,ㅁ
23660,물렴하,9,ㅁ
23661,물론하,3,ㅁ
23662,물리,28,ㅁ
23663,물리,43,ㅁ
23664,물리받,17,ㅁ
23665,물리치,28,ㅁ
23666,물림하,3,ㅁ
23667,물마당질하,3,ㅁ
23668,물마중하,3,ㅁ
23669,물마하,3,ㅁ
23670,물막이하,3,ㅁ
23671,물망질하,3,ㅁ
23672,물맞기하,3,ㅁ
23673,물맞이하,3,ㅁ
23674,물매지,43,ㅁ
23675,물매질하,3,ㅁ
23676,물먹,18,ㅁ
23677,물멀미하,3,ㅁ
23678,물문하,3,ㅁ
23679,물미하,3,ㅁ
23680,물밀,16,ㅁ
23681,물보낌하,3,ㅁ
23682,물봉하,3,ㅁ
23683,물빨래질하,3,ㅁ
23684,물빨래하,3,ㅁ
23685,물살이하,3,ㅁ
23686,물색없,7,ㅁ
23687,물색하,3,ㅁ
23688,물샐틈없,7,ㅁ
23689,물설,41,ㅁ
23690,물세탁하,3,ㅁ
23691,물세하,3,ㅁ
23692,물소하,9,ㅁ
23693,물손받,17,ㅁ
23694,물수건질하,3,ㅁ
23695,물수제비뜨,30,ㅁ
23696,물시중하,3,ㅁ
23697,물시하,3,ㅁ
23698,물신화되,28,ㅁ
23699,물신화하,3,ㅁ
23700,물실호기하,3,ㅁ
23701,물심부름하,3,ㅁ
23702,물싸움하,3,ㅁ
23703,물싹물싹하,9,ㅁ
23704,물싹하,9,ㅁ
23705,물쌈하,3,ㅁ
23706,물써,27,ㅁ
23707,물써레질하,3,ㅁ
23708,물써레하,3,ㅁ
23709,물썽하,9,ㅁ
23710,물씀하,9,ㅁ
23711,물씬거리,28,ㅁ
23712,물씬대,28,ㅁ
23713,물씬물씬하,9,ㅁ
23714,물씬하,9,ㅁ
23715,물앉,17,ㅁ
23716,물약자효하,3,ㅁ
23717,물어내,28,ㅁ
23718,물어내리,28,ㅁ
23719,물어넣,18,ㅁ
23720,물어들이,28,ㅁ
23721,물어뜯,18,ㅁ
23722,물어박지르,26,ㅁ
23723,물어보,27,ㅁ
23724,물오르,25,ㅁ
23725,물위거론하,3,ㅁ
23726,물장구질하,3,ㅁ
23727,물장구치,28,ㅁ
23728,물장난하,3,ㅁ
23729,물장사하,3,ㅁ
23730,물중지대하,9,ㅁ
23731,물지럭하,9,ㅁ
23732,물질하,3,ㅁ
23733,물질화되,28,ㅁ
23734,물질화하,3,ㅁ
23735,물쩍지근하,9,ㅁ
23736,물쩡물쩡하,9,ㅁ
23737,물쩡하,9,ㅁ
23738,물찜질하,3,ㅁ
23739,물청소하,3,ㅁ
23740,물초되,28,ㅁ
23741,물초하,3,ㅁ
23742,물출조보하,3,ㅁ
23743,물치락하,9,ㅁ
23744,물침잡역하,3,ㅁ
23745,물침하,3,ㅁ
23746,물커덕거리,28,ㅁ
23747,물커덕대,28,ㅁ
23748,물커덕물커덕하,9,ㅁ
23749,물커덕하,9,ㅁ
23750,물커덩거리,28,ㅁ
23751,물커덩대,28,ㅁ
23752,물커덩물커덩하,9,ㅁ
23753,물커덩하,9,ㅁ
23754,물커지,28,ㅁ
23755,물컥거리,28,ㅁ
23756,물컥대,28,ㅁ
23757,물컥물컥하,9,ㅁ
23758,물컥하,9,ㅁ
23759,물컹거리,28,ㅁ
23760,물컹대,28,ㅁ
23761,물컹물컹하,9,ㅁ
23762,물컹하,9,ㅁ
23763,물켜,28,ㅁ
23764,물쿠,28,ㅁ
23765,물크덩하,9,ㅁ
23766,물크랑하,9,ㅁ
23767,물크러뜨리,28,ㅁ
23768,물크러지,28,ㅁ
23769,물크러트리,28,ㅁ
23770,물큰거리,28,ㅁ
23771,물큰물큰하,9,ㅁ
23772,물큰하,9,ㅁ
23773,물타기하,3,ㅁ
23774,물타작하,3,ㅁ
23775,물탁하,9,ㅁ
23776,물탕치,28,ㅁ
23777,물투룩하,9,ㅁ
23778,물투룸하,9,ㅁ
23779,물튀하,3,ㅁ
23780,물트락하,9,ㅁ
23781,물풍하,9,ㅁ
23782,물한년하,9,ㅁ
23783,물행주질하,3,ㅁ
23784,물화되,28,ㅁ
23785,물화상통하,3,ㅁ
23786,물화하,3,ㅁ
23787,물후치질하,3,ㅁ
23788,묽,44,ㅁ
23789,묽디묽,44,ㅁ
23790,묽숙하,9,ㅁ
23791,묽스그레하,9,ㅁ
23792,묽히,28,ㅁ
23793,뭇,24,ㅁ
23794,뭇가름하,3,ㅁ
23795,뭇대질하,3,ㅁ
23796,뭇매질하,3,ㅁ
23797,뭇발길질하,3,ㅁ
23798,뭇방치기하,3,ㅁ
23799,뭇죽뭇죽하,9,ㅁ
23800,뭇죽죽하,9,ㅁ
23801,뭇질하,3,ㅁ
23802,뭇칼질하,3,ㅁ
23803,뭉갈뭉갈하,3,ㅁ
23804,뭉개,28,ㅁ
23805,뭉개지,28,ㅁ
23806,뭉거리,28,ㅁ
23807,뭉거지,28,ㅁ
23808,뭉그대,28,ㅁ
23809,뭉그러뜨리,28,ㅁ
23810,뭉그러지,28,ㅁ
23811,뭉그러트리,28,ㅁ
23812,뭉그작거리,28,ㅁ
23813,뭉그적거리,28,ㅁ
23814,뭉그적대,28,ㅁ
23815,뭉그적뭉그적하,3,ㅁ
23816,뭉그지르,26,ㅁ
23817,뭉그질리,28,ㅁ
23818,뭉근하,9,ㅁ
23819,뭉글거리,28,ㅁ
23820,뭉글대,28,ㅁ
23821,뭉글락뭉글락하,9,ㅁ
23822,뭉글락하,9,ㅁ
23823,뭉글뭉글하,9,ㅁ
23824,뭉글하,9,ㅁ
23825,뭉긋거리,28,ㅁ
23826,뭉긋대,28,ㅁ
23827,뭉긋뭉긋하,3,ㅁ
23828,뭉긋하,9,ㅁ
23829,뭉기,28,ㅁ
23830,뭉기적거리,28,ㅁ
23831,뭉기적대,28,ㅁ
23832,뭉기적뭉기적하,3,ㅁ
23833,뭉깃거리,28,ㅁ
23834,뭉깃대,28,ㅁ
23835,뭉깃뭉깃하,3,ㅁ
23836,뭉때리,28,ㅁ
23837,뭉떵뭉떵하,9,ㅁ
23838,뭉떵하,9,ㅁ
23839,뭉뚝뭉뚝하,9,ㅁ
23840,뭉뚝하,9,ㅁ
23841,뭉뚱그리,28,ㅁ
23842,뭉뚱뭉뚱하,9,ㅁ
23843,뭉뚱하,9,ㅁ
23844,뭉뭉하,9,ㅁ
23845,뭉실뭉실하,9,ㅁ
23846,뭉실하,9,ㅁ
23847,뭉알뭉알하,3,ㅁ
23848,뭉울거리,28,ㅁ
23849,뭉울대,28,ㅁ
23850,뭉울뭉울하,3,ㅁ
23851,뭉울뭉울하,9,ㅁ
23852,뭉쳐나,27,ㅁ
23853,뭉치,28,ㅁ
23854,뭉커지,28,ㅁ
23855,뭉크락하,9,ㅁ
23856,뭉크랑하,9,ㅁ
23857,뭉크러뜨리,28,ㅁ
23858,뭉크러지,28,ㅁ
23859,뭉크러트리,28,ㅁ
23860,뭉클거리,28,ㅁ
23861,뭉클대,28,ㅁ
23862,뭉클뭉클하,9,ㅁ
23863,뭉클하,9,ㅁ
23864,뭉큿하,9,ㅁ
23865,뭉키,28,ㅁ
23866,뭉턱하,9,ㅁ
23867,뭉텅뭉텅하,9,ㅁ
23868,뭉텅이지,28,ㅁ
23869,뭉텅하,9,ㅁ
23870,뭉투글락하,9,ㅁ
23871,뭉투룩뭉투룩하,9,ㅁ
23872,뭉투룩하,9,ㅁ
23873,뭉툭뭉툭하,9,ㅁ
23874,뭉툭하,9,ㅁ
23875,뭉툴락하,9,ㅁ
23876,뭉퉁뭉퉁하,9,ㅁ
23877,뭉퉁하,9,ㅁ
23878,뭉틀뭉틀하,9,ㅁ
23879,뭉틀하,9,ㅁ
23880,뭉하,9,ㅁ
23881,뭍살이하,3,ㅁ
23882,뭐하,9,ㅁ
23883,뭘하,9,ㅁ
23884,뭣하,9,ㅁ
23885,므석하,9,ㅁ
23886,므흣하,9,ㅁ
23887,믈드리,28,ㅁ
23888,믈믈하,3,ㅁ
23889,미,28,ㅁ
23890,미가공되,28,ㅁ
23891,미가동하,3,ㅁ
23892,미가신하,9,ㅁ
23893,미가입되,28,ㅁ
23894,미가입하,3,ㅁ
23895,미가진하,9,ㅁ
23896,미가필하,9,ㅁ
23897,미각성하,3,ㅁ
23898,미간행되,28,ㅁ
23899,미감침하,3,ㅁ
23900,미감하,3,ㅁ
23901,미개간하,3,ㅁ
23902,미개발되,28,ㅁ
23903,미개발하,3,ㅁ
23904,미개봉되,28,ㅁ
23905,미개봉하,3,ㅁ
23906,미개하,9,ㅁ
23907,미거안래하,3,ㅁ
23908,미거하,9,ㅁ
23909,미검증되,28,ㅁ
23910,미견하,3,ㅁ
23911,미결되,28,ㅁ
23912,미결산하,3,ㅁ
23913,미결재되,28,ㅁ
23914,미결재하,3,ㅁ
23915,미결정되,28,ㅁ
23916,미결정하,3,ㅁ
23917,미결제되,28,ㅁ
23918,미결제하,3,ㅁ
23919,미결하,3,ㅁ
23920,미경사하,3,ㅁ
23921,미경험하,3,ㅁ
23922,미계약되,28,ㅁ
23923,미공시되,28,ㅁ
23924,미공시하,3,ㅁ
23925,미과하,3,ㅁ
23926,미구불원하,9,ㅁ
23927,미구하,9,ㅁ
23928,미귀하,3,ㅁ
23929,미근덕거리,28,ㅁ
23930,미급하,3,ㅁ
23931,미급하,9,ㅁ
23932,미기재되,28,ㅁ
23933,미기재하,3,ㅁ
23934,미기하,9,ㅁ
23935,미깔스럽,35,ㅁ
23936,미꽝스럽,35,ㅁ
23937,미꿈하,9,ㅁ
23938,미끄덕거리,28,ㅁ
23939,미끄덕대,28,ㅁ
23940,미끄덕미끄덕하,9,ㅁ
23941,미끄덩거리,28,ㅁ
23942,미끄덩대,28,ㅁ
23943,미끄덩미끄덩하,3,ㅁ
23944,미끄덩미끄덩하,9,ㅁ
23945,미끄덩하,3,ㅁ
23946,미끄덩하,9,ㅁ
23947,미끄러뜨리,28,ㅁ
23948,미끄러지,28,ㅁ
23949,미끄러트리,28,ㅁ
23950,미끄럼질하,3,ㅁ
23951,미끄럽,35,ㅁ
23952,미끄리하,9,ㅁ
23953,미끈거리,28,ㅁ
23954,미끈대,28,ㅁ
23955,미끈덕하,9,ㅁ
23956,미끈덩하,9,ㅁ
23957,미끈둥거리,28,ㅁ
23958,미끈둥대,28,ㅁ
23959,미끈둥미끈둥하,9,ㅁ
23960,미끈둥하,9,ㅁ
23961,미끈미끈하,9,ㅁ
23962,미끈하,3,ㅁ
23963,미끈하,9,ㅁ
23964,미끌거리,28,ㅁ
23965,미끌대,28,ㅁ
23966,미끌미끌하,9,ㅁ
23967,미끌하,3,ㅁ
23968,미끔하,9,ㅁ
23969,미끗하,9,ㅁ
23970,미낀미낀하,9,ㅁ
23971,미납되,28,ㅁ
23972,미납하,3,ㅁ
23973,미니멀하,9,ㅁ
23974,미닥질하,3,ㅁ
23975,미달되,28,ㅁ
23976,미달성하,3,ㅁ
23977,미달일간하,9,ㅁ
23978,미달하,3,ㅁ
23979,미담하,9,ㅁ
23980,미답하,3,ㅁ
23981,미당기,28,ㅁ
23982,미대,28,ㅁ
23983,미대난도하,9,ㅁ
23984,미대부도하,9,ㅁ
23985,미대하,9,ㅁ
23986,미더하,3,ㅁ
23987,미덥,35,ㅁ
23988,미도착하,3,ㅁ
23989,미도하,3,ㅁ
23990,미독하,3,ㅁ
23991,미동하,3,ㅁ
23992,미두하,3,ㅁ
23993,미둥거둥하,9,ㅁ
23994,미득하,3,ㅁ
23995,미등기되,28,ㅁ
23996,미등기하,3,ㅁ
23997,미등록되,28,ㅁ
23998,미등록하,3,ㅁ
23999,미등재되,28,ㅁ
24000,미등하,3,ㅁ
24001,미락하,3,ㅁ
24002,미란하,3,ㅁ
24003,미란하,9,ㅁ
24004,미랑하,9,ㅁ
24005,미랭하,9,ㅁ
24006,미량하,9,ㅁ
24007,미럭미럭하,3,ㅁ
24008,미런하,9,ㅁ
24009,미레질하,3,ㅁ
24010,미려하,9,ㅁ
24011,미력하,9,ㅁ
24012,미련스럽,35,ㅁ
24013,미련하,9,ㅁ
24014,미렷하,9,ㅁ
24015,미령하,9,ㅁ
24016,미료하,3,ㅁ
24017,미루,28,ㅁ
24018,미루적거리,28,ㅁ
24019,미루적대,28,ㅁ
24020,미루적미루적하,3,ㅁ
24021,미룩거리,28,ㅁ
24022,미룩하,9,ㅁ
24023,미룸하,3,ㅁ
24024,미류하,3,ㅁ
24025,미륜하,3,ㅁ
24026,미리개질하,3,ㅁ
24027,미리막이하,3,ㅁ
24028,미립나,27,ㅁ
24029,미만하,9,ㅁ
24030,미말하,9,ㅁ
24031,미망하,3,ㅁ
24032,미맹하,9,ㅁ
24033,미면하,3,ㅁ
24034,미명하,9,ㅁ
24035,미목수려하,9,ㅁ
24036,미묘하,9,ㅁ
24037,미무하,3,ㅁ
24038,미문하,3,ㅁ
24039,미뭉하,9,ㅁ
24040,미미적거리,28,ㅁ
24041,미미적대,28,ㅁ
24042,미미적미미적하,3,ㅁ
24043,미미하,9,ㅁ
24044,미반하,3,ㅁ
24045,미반환되,28,ㅁ
24046,미반환하,3,ㅁ
24047,미발급되,28,ㅁ
24048,미발달되,28,ㅁ
24049,미발달하,3,ㅁ
24050,미발표되,28,ㅁ
24051,미발표하,3,ㅁ
24052,미발하,3,ㅁ
24053,미배급되,28,ㅁ
24054,미배급하,3,ㅁ
24055,미배당되,28,ㅁ
24056,미배당하,3,ㅁ
24057,미배송되,28,ㅁ
24058,미배정되,28,ㅁ
24059,미배정하,3,ㅁ
24060,미백하,3,ㅁ
24061,미보관하,3,ㅁ
24062,미보하,3,ㅁ
24063,미복권되,28,ㅁ
24064,미복귀하,3,ㅁ
24065,미복잠행하,3,ㅁ
24066,미복하,3,ㅁ
24067,미복학하,3,ㅁ
24068,미봉인되,28,ㅁ
24069,미봉하,3,ㅁ
24070,미부임되,28,ㅁ
24071,미부임하,3,ㅁ
24072,미부착하,3,ㅁ
24073,미부하,3,ㅁ
24074,미분명하,9,ㅁ
24075,미분양되,28,ㅁ
24076,미분하,3,ㅁ
24077,미분화되,28,ㅁ
24078,미분화하,3,ㅁ
24079,미불용극하,3,ㅁ
24080,미불입되,28,ㅁ
24081,미불입하,3,ㅁ
24082,미불하,3,ㅁ
24083,미비치되,28,ㅁ
24084,미비치하,3,ㅁ
24085,미비하,3,ㅁ
24086,미비하,9,ㅁ
24087,미쁘,12,ㅁ
24088,미사용되,28,ㅁ
24089,미사용하,3,ㅁ
24090,미상불연하,9,ㅁ
24091,미상영되,28,ㅁ
24092,미상하,3,ㅁ
24093,미상하,9,ㅁ
24094,미상환되,28,ㅁ
24095,미상환하,3,ㅁ
24096,미색하,3,ㅁ
24097,미설치되,28,ㅁ
24098,미설치하,3,ㅁ
24099,미설하,3,ㅁ
24100,미성숙하,9,ㅁ
24101,미성취하,3,ㅁ
24102,미성편하,3,ㅁ
24103,미성하,3,ㅁ
24104,미세하,9,ㅁ
24105,미소지하,3,ㅁ
24106,미소하,3,ㅁ
24107,미소하,9,ㅁ
24108,미송부되,28,ㅁ
24109,미송부하,3,ㅁ
24110,미송환되,28,ㅁ
24111,미송환하,3,ㅁ
24112,미쇄하,3,ㅁ
24113,미쇄하,9,ㅁ
24114,미수거되,28,ㅁ
24115,미수련하,9,ㅁ
24116,미수록되,28,ㅁ
24117,미수하,3,ㅁ
24118,미수하,9,ㅁ
24119,미숙련되,28,ㅁ
24120,미숙련하,3,ㅁ
24121,미숙미숙하,3,ㅁ
24122,미숙하,9,ㅁ
24123,미스런하,9,ㅁ
24124,미슥거리,28,ㅁ
24125,미승거리,28,ㅁ
24126,미승대,28,ㅁ
24127,미승미승하,3,ㅁ
24128,미승인되,28,ㅁ
24129,미승인하,3,ㅁ
24130,미시근하,9,ㅁ
24131,미시기의하,3,ㅁ
24132,미시꽝하,9,ㅁ
24133,미시련하,9,ㅁ
24134,미시하,3,ㅁ
24135,미식대,28,ㅁ
24136,미식미식하,3,ㅁ
24137,미식하,3,ㅁ
24138,미신하,3,ㅁ
24139,미신하,9,ㅁ
24140,미실미가하,9,ㅁ
24141,미실시되,28,ㅁ
24142,미실시하,3,ㅁ
24143,미실하,3,ㅁ
24144,미실현하,3,ㅁ
24145,미심스럽,35,ㅁ
24146,미심쩍,44,ㅁ
24147,미심하,9,ㅁ
24148,미싱거리,28,ㅁ
24149,미싱대,28,ㅁ
24150,미싱미싱하,3,ㅁ
24151,미싱하,9,ㅁ
24152,미쌀스럽,35,ㅁ
24153,미안스럽,35,ㅁ
24154,미안쩍,44,ㅁ
24155,미안하,9,ㅁ
24156,미약하,9,ㅁ
24157,미얄스럽,35,ㅁ
24158,미어뜨리,28,ㅁ
24159,미어지,28,ㅁ
24160,미어터지,28,ㅁ
24161,미어트리,28,ㅁ
24162,미여이하,3,ㅁ
24163,미역하,3,ㅁ
24164,미열하,3,ㅁ
24165,미염하,9,ㅁ
24166,미온하,9,ㅁ
24167,미완료되,28,ㅁ
24168,미완료하,3,ㅁ
24169,미완성되,28,ㅁ
24170,미완성하,3,ㅁ
24171,미완하,3,ㅁ
24172,미왕하,3,ㅁ
24173,미용하,3,ㅁ
24174,미욱스럽,35,ㅁ
24175,미욱지,43,ㅁ
24176,미욱하,9,ㅁ
24177,미워하,3,ㅁ
24178,미원하,9,ㅁ
24179,미위불가하,9,ㅁ
24180,미윤하,9,ㅁ
24181,미음완보하,3,ㅁ
24182,미음하,3,ㅁ
24183,미음하,9,ㅁ
24184,미응시하,3,ㅁ
24185,미의결되,28,ㅁ
24186,미의결하,3,ㅁ
24187,미이,28,ㅁ
24188,미인가되,28,ㅁ
24189,미임용되,28,ㅁ
24190,미입력되,28,ㅁ
24191,미입력하,3,ㅁ
24192,미작성하,3,ㅁ
24193,미장일하,3,ㅁ
24194,미장질하,3,ㅁ
24195,미장하,3,ㅁ
24196,미적거리,28,ㅁ
24197,미적대,28,ㅁ
24198,미적미적거리,28,ㅁ
24199,미적미적대,28,ㅁ
24200,미적미적하,3,ㅁ
24201,미적지근하,9,ㅁ
24202,미정리되,28,ㅁ
24203,미정리하,3,ㅁ
24204,미정하,3,ㅁ
24205,미제출하,3,ㅁ
24206,미조성되,28,ㅁ
24207,미조정되,28,ㅁ
24208,미조정하,3,ㅁ
24209,미조직하,3,ㅁ
24210,미족하,9,ㅁ
24211,미주룩미주룩하,9,ㅁ
24212,미주룩하,9,ㅁ
24213,미주하,3,ㅁ
24214,미죽미죽하,3,ㅁ
24215,미죽미죽하,9,ㅁ
24216,미죽하,3,ㅁ
24217,미준하,3,ㅁ
24218,미증유하,9,ㅁ
24219,미증하,3,ㅁ
24220,미지거리하,9,ㅁ
24221,미지그리하,9,ㅁ
24222,미지근하,9,ㅁ
24223,미지급되,28,ㅁ
24224,미지급하,3,ㅁ
24225,미지불되,28,ㅁ
24226,미지불하,3,ㅁ
24227,미지원되,28,ㅁ
24228,미지원하,3,ㅁ
24229,미지하,3,ㅁ
24230,미진하,9,ㅁ
24231,미집계하,3,ㅁ
24232,미집하,3,ㅁ
24233,미징수하,3,ㅁ
24234,미쭉하,9,ㅁ
24235,미쭛하,9,ㅁ
24236,미착수되,28,ㅁ
24237,미착수하,3,ㅁ
24238,미착하,3,ㅁ
24239,미처리되,28,ㅁ
24240,미처리하,3,ㅁ
24241,미천하,9,ㅁ
24242,미첨하,3,ㅁ
24243,미추룸하,9,ㅁ
24244,미추름하,9,ㅁ
24245,미출시되,28,ㅁ
24246,미충원되,28,ㅁ
24247,미충족되,28,ㅁ
24248,미충족하,3,ㅁ
24249,미충족하,9,ㅁ
24250,미취업되,28,ㅁ
24251,미취업하,3,ㅁ
24252,미취하,3,ㅁ
24253,미취학하,3,ㅁ
24254,미츨하,9,ㅁ
24255,미츳미츳하,9,ㅁ
24256,미츳하,9,ㅁ
24257,미치,28,ㅁ
24258,미치미치하,9,ㅁ
24259,미치적거리,28,ㅁ
24260,미쾌하,9,ㅁ
24261,미키하,9,ㅁ
24262,미타결되,28,ㅁ
24263,미타미타하,9,ㅁ
24264,미타스럽,35,ㅁ
24265,미타하,9,ㅁ
24266,미탑승하,3,ㅁ
24267,미팅하,3,ㅁ
24268,미편하,9,ㅁ
24269,미포함되,28,ㅁ
24270,미포함하,3,ㅁ
24271,미품하,3,ㅁ
24272,미필연하,9,ㅁ
24273,미필하,3,ㅁ
24274,미하,9,ㅁ
24275,미해결되,28,ㅁ
24276,미해결하,3,ㅁ
24277,미행하,3,ㅁ
24278,미허가되,28,ㅁ
24279,미허가하,3,ㅁ
24280,미현하,9,ㅁ
24281,미협하,9,ㅁ
24282,미형하,9,ㅁ
24283,미호하,9,ㅁ
24284,미혹되,28,ㅁ
24285,미혹하,3,ㅁ
24286,미화되,28,ㅁ
24287,미화분식하,3,ㅁ
24288,미화하,3,ㅁ
24289,미확산하,3,ㅁ
24290,미확인되,28,ㅁ
24291,미확인하,3,ㅁ
24292,미확정되,28,ㅁ
24293,미확정하,3,ㅁ
24294,미환수하,3,ㅁ
24295,미황하,3,ㅁ
24296,미황하,9,ㅁ
24297,미회수되,28,ㅁ
24298,미회수하,3,ㅁ
24299,미회하,3,ㅁ
24300,미훈하,3,ㅁ
24301,미흡하,9,ㅁ
24302,믹스되,28,ㅁ
24303,믹스하,3,ㅁ
24304,민감하,9,ㅁ
24305,민궁재갈하,3,ㅁ
24306,민궁하,9,ㅁ
24307,민급하,9,ㅁ
24308,민닥민닥하,3,ㅁ
24309,민닥하,3,ㅁ
24310,민달하,3,ㅁ
24311,민답하,9,ㅁ
24312,민도하,3,ㅁ
24313,민두룸하,9,ㅁ
24314,민두름하,9,ㅁ
24315,민둥민둥하,9,ㅁ
24316,민둥씨름하,3,ㅁ
24317,민둥하,9,ㅁ
24318,민드리,28,ㅁ
24319,민들락민들락하,9,ㅁ
24320,민들락하,9,ㅁ
24321,민들민들하,9,ㅁ
24322,민딱민딱하,9,ㅁ
24323,민딱하,9,ㅁ
24324,민란하,3,ㅁ
24325,민력휴양하,3,ㅁ
24326,민련하,9,ㅁ
24327,민렴하,3,ㅁ
24328,민립하,3,ㅁ
24329,민만하,9,ㅁ
24330,민망스럽,35,ㅁ
24331,민망하,9,ㅁ
24332,민면하,3,ㅁ
24333,민멸되,28,ㅁ
24334,민멸하,3,ㅁ
24335,민몰되,28,ㅁ
24336,민몰하,3,ㅁ
24337,민묵하,3,ㅁ
24338,민미하,9,ㅁ
24339,민민답답하,9,ㅁ
24340,민민하,9,ㅁ
24341,민박하,3,ㅁ
24342,민박하,9,ㅁ
24343,민사하,3,ㅁ
24344,민산하,3,ㅁ
24345,민선하,3,ㅁ
24346,민설하,3,ㅁ
24347,민소하,3,ㅁ
24348,민속하,9,ㅁ
24349,민수름하,9,ㅁ
24350,민숙하,3,ㅁ
24351,민숭민숭하,9,ㅁ
24352,민숭하,9,ㅁ
24353,민연하,9,ㅁ
24354,민영화되,28,ㅁ
24355,민영화하,3,ㅁ
24356,민예하,9,ㅁ
24357,민완하,9,ㅁ
24358,민요하,9,ㅁ
24359,민울하,9,ㅁ
24360,민작민작하,9,ㅁ
24361,민적지근하,9,ㅁ
24362,민절하,3,ㅁ
24363,민조스럽,35,ㅁ
24364,민조하,9,ㅁ
24365,민족상잔하,3,ㅁ
24366,민주대,28,ㅁ
24367,민주스럽,35,ㅁ
24368,민주주의화하,3,ㅁ
24369,민주화되,28,ㅁ
24370,민주화하,3,ㅁ
24371,민중화되,28,ㅁ
24372,민중화하,3,ㅁ
24373,민지근하,9,ㅁ
24374,민지락하,9,ㅁ
24375,민질락민질락하,9,ㅁ
24376,민질민질하,9,ㅁ
24377,민짝하,9,ㅁ
24378,민찔민찔하,9,ㅁ
24379,민첩하,9,ㅁ
24380,민출하,9,ㅁ
24381,민춤하,9,ㅁ
24382,민취하,3,ㅁ
24383,민칠락민칠락하,9,ㅁ
24384,민틋하,9,ㅁ
24385,민하,3,ㅁ
24386,민혜하,9,ㅁ
24387,민혼하,3,ㅁ
24388,민활스럽,35,ㅁ
24389,민활하,9,ㅁ
24390,민휼하,3,ㅁ
24391,믿,18,ㅁ
24392,믿기,28,ㅁ
24393,믿음성스럽,35,ㅁ
24394,믿음직스럽,35,ㅁ
24395,믿음직하,9,ㅁ
24396,밀,16,ㅁ
24397,밀가을하,3,ㅁ
24398,밀각질하,3,ㅁ
24399,밀거래되,28,ㅁ
24400,밀거래하,3,ㅁ
24401,밀걸레질하,3,ㅁ
24402,밀겋,39,ㅁ
24403,밀경하,3,ㅁ
24404,밀계하,3,ㅁ
24405,밀고하,3,ㅁ
24406,밀구하,3,ㅁ
24407,밀기내기하,3,ㅁ
24408,밀기하,3,ㅁ
24409,밀담하,3,ㅁ
24410,밀당하,3,ㅁ
24411,밀도살하,3,ㅁ
24412,밀도하,3,ㅁ
24413,밀따기하,3,ㅁ
24414,밀뚝하,9,ㅁ
24415,밀뜨리,28,ㅁ
24416,밀락밀락하,9,ㅁ
24417,밀락하,9,ㅁ
24418,밀랑밀랑하,9,ㅁ
24419,밀랑하,9,ㅁ
24420,밀려가,27,ㅁ
24421,밀려나,27,ㅁ
24422,밀려다니,28,ㅁ
24423,밀려닥치,28,ㅁ
24424,밀려들,16,ㅁ
24425,밀려오,4,ㅁ
24426,밀렵하,3,ㅁ
24427,밀령하,3,ㅁ
24428,밀룽밀룽하,9,ㅁ
24429,밀룽하,9,ㅁ
24430,밀리,28,ㅁ
24431,밀립하,3,ㅁ
24432,밀마당질하,3,ㅁ
24433,밀막,17,ㅁ
24434,밀망하,9,ㅁ
24435,밀맡기,28,ㅁ
24436,밀매되,28,ㅁ
24437,밀매매되,28,ㅁ
24438,밀매매하,3,ㅁ
24439,밀매음하,3,ㅁ
24440,밀매하,3,ㅁ
24441,밀명하,3,ㅁ
24442,밀모하,3,ㅁ
24443,밀몰,15,ㅁ
24444,밀몰리,28,ㅁ
24445,밀무역하,3,ㅁ
24446,밀물지,28,ㅁ
24447,밀물하,3,ㅁ
24448,밀밀하,9,ㅁ
24449,밀반입되,28,ㅁ
24450,밀반입하,3,ㅁ
24451,밀반죽하,3,ㅁ
24452,밀반출되,28,ㅁ
24453,밀반출하,3,ㅁ
